Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average
Magnifico,2008,3,5,90,12,269,6
Achaia,2015,2,5,90,14,215,6
Retro Loonacy,2015,2,5,10,8,247,6
Crows Overkill,2014,2,4,15,10,247,6
Onslaught,1987,2,2,240,12,212,6
Panzer General: Allied Assault,2010,1,2,60,10,345,6
ESCAPE Dysturbia: Mörderischer Maskenball,2018,1,8,90,12,101,7
Texas & Pacific,2010,2,6,60,0,131,6
Sky Galleons of Mars,1988,2,6,120,10,169,6
Advanced Song of Blades and Heroes,2016,2,8,120,12,80,8
Monster Baby Rescue!,2019,2,5,40,8,125,7
Objective: Kiev,2010,2,2,45,12,159,6
Blitzkrieg Commander: Fast-Play Tabletop Wargame Rules for Combined-Arms Operations,,,,,,,
De Kolonisten van de Lage Landen,2009,3,5,75,10,214,6
Crimson Skies,2003,2,2,10,10,437,6
Itchy Feet: the Travel Game,2017,2,6,45,7,263,6
The Walking Dead Board Game: The Best Defense,2013,1,4,60,15,531,6
High Heavens,2015,2,4,75,8,124,7
Clash of Giants: Civil War,2016,1,2,420,12,131,7
Almanac: The Dragon Road,2020,2,4,90,12,104,7
Gothic Invasion,2014,2,5,90,12,130,7
El Club de los Martes,2007,3,6,60,14,141,7
Unreal Estate,2017,2,5,20,8,364,6
Frantic,2015,2,8,45,12,210,6
Sushi Dice,2014,2,6,20,7,785,5
Guardians,1995,2,4,45,12,275,6
Primer: The Gamer's Source for Battles from the Age of Reason,2013,2,6,120,14,58,9
Boots & Saddles,,,,,,,
Tier auf Tier: Das Duell,2008,2,2,10,5,225,6
Dungeon Guilds,2013,3,6,30,12,184,6
The Hills Rise Wild!,2000,2,4,180,12,261,6
Nature Fluxx,2005,2,6,15,8,1104,5
Monster Fluxx,2013,2,6,20,8,471,6
Invasion: America - Death Throes of the Superpower,1976,2,5,240,12,203,6
BAOR,1981,2,2,120,12,161,6
Battue: Storm of the Horse Lords,2007,2,4,60,12,603,5
Myth: Dark Frontier,2017,2,4,180,10,118,7
Honor of the Samurai,1996,3,6,60,10,810,5
Deep Vents,2020,2,4,60,13,120,7
Bar-Lev: The Yom-Kippur War of 1973,1974,2,5,360,16,110,7
Spartacus,2008,2,2,300,12,170,6
Pot de Vin,2017,3,6,45,14,288,6
Koalition,1992,4,10,90,12,214,6
Junta: Las Cartas,2016,3,6,60,12,185,6
Wings: World War One Plane to Plane Combat 1916-1918,1981,1,4,120,0,129,7
Opale,2019,2,2,20,8,122,7
Channel A,2012,3,6,30,12,194,6
Catacombs Cubes,2020,1,4,60,14,129,7
Wettstreit der Baumeister,1994,3,4,45,10,382,6
Prague: The Empty Triumph,2014,1,4,30,12,70,8
Figure It,1975,2,5,20,8,173,6
Nights of Fire: Battle for Budapest,2019,1,3,90,14,104,7
Escape Room: The Game - Jumanji,2018,3,5,60,10,154,6
Amoeba Wars,1981,2,6,150,12,506,6
Battle for Stalingrad,2014,2,2,60,0,152,6
Tank Chess,2016,2,2,50,10,124,7
Score Four,1967,2,4,30,8,601,5
Gateway: Uprising,2017,2,4,60,13,188,6
Fast Food Fear!,2017,3,6,30,8,293,6
Medici: The Dice Game,2020,1,4,20,10,134,6
Waterloo: Napoleon's Last Battle,2002,2,3,120,12,409,6
Mini WWII,2018,2,4,120,10,120,7
Little Big Fish,2017,2,2,20,8,168,6
Lost Cities: To Go,2018,2,2,20,8,184,6
Exposed,2016,2,6,45,12,233,6
Dark Minions,2011,3,5,60,10,394,6
Llamas Unleashed,2019,2,8,45,14,245,6
Word Blur,2007,3,12,60,10,151,6
Stinker,2015,3,6,15,8,137,6
The Battle of the Bulge,1965,2,2,120,10,405,6
Haze Islands,2016,1,3,60,10,132,7
Apples to Apples Junior,2002,4,10,30,9,1060,5
Pędzące Ślimaki,2016,2,5,20,6,187,6
The Lord of the Rings: The Mines of Moria,2005,2,2,30,12,145,6
Gretchinz!,2018,2,4,20,8,383,6
Daimyo: Rebirth of the Empire,2021,2,4,90,14,79,8
Rubik's Race,1982,2,2,5,7,550,6
Pups,2016,2,5,30,8,151,6
WarpWar,1977,2,2,30,12,270,6
Risorgimento 1859: the Second Italian War of Independence,2000,1,4,240,12,130,7
DreadBall Xtreme,2015,2,2,45,0,126,7
Lost in R'lyeh,2016,2,6,45,13,436,6
Dragon Run,2014,2,5,15,8,393,6
Lucca Città,2005,3,5,30,10,457,5
Andromeda,2015,2,4,60,10,174,6
Pick-a-Seal,2014,1,5,15,8,241,6
Trivial Pursuit: Master Edition,2010,2,6,60,16,483,6
11,2011,3,6,90,12,419,6
Throne of Allegoria,2019,2,4,120,12,120,7
Card City,2012,1,4,30,12,404,6
Arnhem: Defiant Stand,2003,2,6,90,12,102,7
Apples to Apples Kids,2001,4,10,30,7,389,6
Rockband Manager,2010,3,6,45,14,511,5
Dwarven Miner,2013,2,4,30,12,234,6
Dr. Shark,2011,2,6,45,8,303,6
WWE Raw Deal,2000,2,8,15,10,173,6
Rummy,1887,2,6,60,8,1452,5
Twin Stars: Adventure Series I,2017,1,1,30,8,189,6
Crossroads of Heroes,2018,2,5,90,14,150,7
Café Fatal,2017,2,5,30,8,227,6
The Sands of Time,2018,2,5,180,12,162,6
Pizza Box Baseball,2008,2,6,30,10,259,6
Leuthen: Frederick's Greatest Victory,1997,1,2,360,16,85,8
Sherlock: El mayordomo,2019,1,8,60,10,117,7
88: A Tactical Game of Armored Combat on the North African Front,1980,2,10,60,12,120,7
Gangsters,1992,2,5,120,12,292,6
Tiger Leader,2015,1,1,60,0,205,6
Hedgehog Roll,2019,1,4,25,4,130,7
Dungeon of Fortune,2015,2,6,30,8,451,6
Na Grunwald: Rycerze króla Jagiełły,2010,2,4,60,10,180,6
Coral Sea: Campaign Commander Series,2010,2,2,180,10,115,7
Odyseja,2019,1,6,30,5,125,7
La Bataille d'Albuera: Espagnol,1987,1,2,1800,12,119,7
War of the Ring,2009,2,2,180,10,115,7
Battle for Moscow,1986,2,2,90,12,307,6
Karnag,2012,2,5,120,14,182,6
Myths at War,2013,2,6,20,10,193,7
Harald,2015,2,4,30,10,237,6
Warehouse 13: The Board Game,2019,2,5,150,14,132,7
Tricks and the Phantom,2017,2,4,20,10,163,6
Abalone Quattro,2003,2,4,40,0,155,6
Palmyra,2013,1,5,45,10,273,6
Perseverance: Castaway Chronicles - Episodes 1 & 2,2021,1,4,180,14,99,7
Cave Evil: Warcults,2016,2,12,1000,18,82,8
MotorChamp,2000,2,8,90,8,164,6
Panzer Grenadier: Desert Rats,2004,2,2,150,12,135,6
When Eagles Fight,1993,1,2,240,12,163,6
It's Mine,2015,2,2,45,12,133,6
Battle of Britain,1990,2,2,120,12,242,6
Lost Legacy: Binbo Tantei to Inbo no Shiro,2014,2,8,10,10,106,7
Devil's Den,1980,2,2,360,12,177,6
Lyssan,2012,2,4,180,12,156,6
DC Deck-Building Game: Dark Nights - Metal,2020,2,5,75,15,85,8
Four Gardens,2020,2,4,45,10,144,7
Throneworld,1997,2,6,270,0,159,6
Star Trek Fluxx,2018,2,6,40,8,165,6
Adaptoid,2009,2,2,20,8,136,6
Broadside,1962,2,2,45,10,390,6
Caesar in Alexandria,2001,2,2,300,14,137,6
L'Armee' du Nord: the Belgian Campaign,1993,1,2,300,12,144,6
Beneath the Med: Regia Marina at Sea 1940-1943,2020,1,1,180,12,83,8
Dicht dran,2013,3,5,20,8,216,6
18Ardennes,2010,3,5,300,14,83,7
Salamanca,2006,2,5,80,10,311,6
Castro,2013,2,4,20,8,202,6
Nemesis: Lockdown,2021,1,5,180,12,93,8
Tetris Link,2011,2,4,15,6,503,6
Endure the Stars,2017,1,6,180,13,247,6
Burger Quiz,0,3,6,30,12,168,6
7 Ate 9,2009,2,4,5,8,450,6
Pirates of Nassau,2012,3,5,90,10,138,6
Burger Joint,2009,2,2,30,10,534,5
Go Stop,1889,2,5,60,8,186,6
Zargo's Lords: Magic Duels for World Power,1979,2,4,120,12,195,6
Beda Fomm,2010,1,2,120,0,113,7
Bonaparte in Italy,1979,2,2,180,16,122,7
EVE: The Second Genesis,2006,2,6,20,12,201,6
Star Wars: Angriff der Klonkrieger,2012,2,4,45,8,207,6
Space Freaks,2017,2,4,90,14,209,6
Da Luigi,2015,2,4,40,8,212,6
Apocalypse Road,2020,2,10,90,14,76,7
Hypergrid,2017,2,2,60,7,112,7
Quinamid,2007,2,2,10,8,140,6
Storm Over Normandy,2015,2,2,180,0,100,7
Smoothies,2019,1,4,30,10,181,6
Fief 2,1989,3,6,120,10,147,6
Triumph & Glory: Battles of the Napoleonic Wars 1796-1809,2000,2,2,360,14,151,6
Dweebies,2010,2,6,20,8,654,5
Mint Julep,2017,2,4,30,8,136,6
Final Touch,2016,2,4,15,8,401,6
Bad Medicine,2015,3,8,30,16,181,6
Exceed: Seventh Cross - Church vs. Empire Box,2018,2,2,30,10,78,7
Wilson's Creek: The West's First Fight,,,,,,,
Hispania,1994,4,5,300,14,148,6
Rivets,1977,2,2,30,10,216,6
Senshi,2018,2,4,20,14,213,6
Tara: Ireland's Royal Board Game,2004,2,2,30,8,278,6
Advanced Guildhall Fantasy: The Gathering,2017,2,4,45,10,93,7
SUTAKKU,2011,1,12,15,14,311,6
Codex: Card-Time Strategy - Starter Set,2016,2,2,45,13,116,6
Iberian Gauge,2017,3,5,90,0,101,7
Outback,2018,2,4,45,8,228,6
Middle-earth Strategy Battle Game: The Lord of the Rings - Battle of Pelennor Fields,2018,2,2,180,12,67,8
2019: The ARCTIC,2011,2,4,120,12,144,6
Talo,2014,2,4,20,6,166,6
Runika and the Six-sided Spellbooks,2020,1,4,90,14,112,7
Euthia: Torment of Resurrection,2020,1,4,480,14,93,8
Globalissimo,2008,2,6,50,12,164,6
Monster Trap,2011,2,4,20,6,296,6
Nile,2009,2,5,30,8,334,6
Enchanted Forest,1981,2,6,60,6,2492,5
Arcane Legions,2009,2,6,120,10,283,6
Dust 1947,2016,2,8,120,10,120,7
The BattleTech Compendium,1990,2,6,120,8,84,7
IDF (Israeli Defense Force),1993,2,4,90,12,142,6
Samsara,2018,1,5,60,12,123,7
100 Swords: The Blue Mammoth's Dungeon,2016,1,2,25,13,171,6
Lungarno,2008,2,5,45,8,395,6
Prospectus,2016,3,4,180,8,135,6
Dice of Crowns,2016,2,6,20,8,280,6
Red Storm over the Reich,2007,2,2,480,12,107,7
Hexemonia,2014,2,4,45,13,215,6
Napoleon at Bay: Defend the Gates of Paris,,,,,,,
The Road to Cheren,2013,2,2,240,0,86,7
Space Mission,2011,2,5,45,10,447,5
Klaverjassen,1890,2,4,75,10,110,7
1829 Mainline,2005,1,7,240,0,141,6
Jungle Rumble,2013,2,4,30,12,190,6
Black Stories 3,2006,2,15,45,14,441,6
CODEX Naturalis,2020,2,4,30,7,95,7
Defense Grid: The Board Game,2017,1,4,120,13,106,7
Who? What? Where?,2003,3,10,30,12,132,6
Soldier Kings: The Seven Years War Worldwide,2002,2,8,240,14,271,6
Board Royale: The Island,2020,2,6,60,13,190,7
Mea Culpa,2016,2,4,90,14,290,6
The Hobbit: The Desolation of Smaug,2013,1,4,60,15,174,6
Adventure Island,2018,2,5,90,10,360,6
Gem Rush (Second Edition),2018,1,7,60,14,124,7
Wings of Glory: Tripods & Triplanes,2018,2,99,45,10,76,8
Tac Air,1987,2,4,120,12,322,6
Savannah,2005,2,3,240,12,135,6
Nomads,2017,2,5,45,8,244,6
Hard City,2020,1,5,60,12,108,8
Isaribi,2014,3,5,45,10,240,6
Barons,2011,2,6,60,12,471,5
Dune CCG,1997,2,8,60,0,242,6
Lost Victory: Manstein At Kharkov,,,,,,,
Bee Alert,2012,2,5,15,4,175,6
SAGA Rulebook (2nd Edition),2018,2,6,320,12,69,8
Trains and Stations,2013,3,5,45,14,856,5
Trailer Park Wars,2007,2,6,60,13,507,6
Adamastor,2017,1,2,15,12,96,7
Victory in the West: Plan Yellow,,,,,,,
Champion Hill,1996,1,2,240,12,116,7
Lighthouse Run,2018,2,4,25,8,177,6
Plunderbund,2019,2,5,150,12,153,7
Anima: Shadow of Omega,2006,2,5,60,10,1213,5
Camp Pinetop,2020,1,5,75,8,96,7
Fast Forward: FORTUNE,2018,3,5,15,10,313,6
Pirate Den,2015,3,5,30,14,226,6
Zorndorf,1996,1,2,360,12,105,7
Travelin',2017,2,5,50,14,157,6
Panic Island!,2017,1,8,2,8,163,6
Viking Raiders,1987,2,6,240,12,120,7
The Field of the Cloth of Gold,2020,2,2,20,0,87,7
Anno Domini: Kirche & Staat,1998,2,8,30,10,123,6
Feuerdrachen,2013,2,4,20,5,226,6
Familiar's Trouble,2014,3,3,30,12,145,6
Shadowscape,2017,1,4,60,13,284,6
Harry Potter Hogwarts,2010,2,4,20,8,513,5
Art of War: The Card Game,2015,2,2,15,12,155,6
Back to the Future: The Card Game,2010,2,6,20,11,1128,5
Upon a Fable,2013,1,6,60,13,277,6
Hierarchy,2019,2,2,20,8,119,6
Fifth Frontier War,1981,2,4,360,12,182,6
Triumph of Chaos v.2 (Deluxe Edition),2019,2,2,600,16,74,8
Ice Team,2019,2,2,20,8,149,6
Fanorona,1680,2,2,20,7,219,6
Yangtze,2016,2,4,60,8,182,6
Combo Color,2019,2,4,20,8,201,6
Pathfinder,1974,2,2,20,8,270,6
Gate,2020,1,1,30,12,103,7
Fairy Land,2012,2,4,45,12,175,6
Cutthroat Kingdoms,2017,3,6,150,14,195,6
Entropy: Worlds Collide,2017,2,4,40,12,213,6
Fluttering Souls,2019,2,2,20,13,142,7
An den Ufern des Nils,1994,2,5,60,12,212,6
Stick Stack,2016,2,99,30,8,165,6
Dice Drivin',2016,2,5,30,6,309,6
Operation Jubilee: Dieppe,,,,,,,
Rob 'n Run,2017,2,5,60,10,162,6
Trellis,2018,2,4,30,8,356,6
Relikt,2006,3,5,40,10,444,6
Mint Tin Mini Skulduggery,2018,1,4,25,8,120,8
Ubongo Extreme: Fun-Size Edition,2008,1,4,30,7,294,6
Schweinebande,2010,2,5,30,8,412,5
1918: Brother Against Brother,2018,2,2,180,12,87,7
Munchkin Rick and Morty,2017,3,6,120,17,306,6
Grave Robbers II: Skippy's Revenge,2003,2,6,30,13,315,6
MOON,2019,1,4,30,10,125,7
Rome: Rise to Power,2015,2,4,60,13,208,6
Lost Valley of the Dinosaurs,1985,2,4,30,8,412,6
Executive Decision,1971,2,6,90,12,409,6
New England Railways,2000,2,6,120,13,152,6
La Bataille d'Espagnol: Talavera,1979,1,3,2400,12,123,7
Coin & Crown,2018,1,4,60,12,158,6
Exit: The Game - The Secret of the Premiere,2016,1,6,45,12,168,6
One Small Step,2020,2,4,120,10,106,7
A Winter War,1992,2,2,360,12,117,7
Batik,1997,2,2,10,6,558,5
The Game of Y,1953,2,2,20,10,108,7
Ab in die Tonne,2013,2,5,30,6,295,6
Lock 'n Load Tactical: Heroes of the Motherland,2015,2,2,240,12,60,8
Sandwich,2010,3,6,15,6,284,6
Curling Table Game,2008,2,8,5,0,149,6
Elevenses for One,2014,1,1,5,10,293,6
Zephyr: Winds of Change,2017,1,4,270,13,167,7
Skytopia: In the Circle of Time,2019,2,4,60,12,173,6
You've Got Crabs,2018,4,10,20,7,537,6
Fantasy Frontier,2014,2,4,60,13,248,6
Meridian,2001,2,4,30,10,420,6
Approaching Dawn: The Witching Hour,2017,3,6,120,12,125,7
Das Wasser des Lebens,1997,3,4,60,21,83,7
Battling Tops,1968,2,4,45,6,357,6
Evil Dead 2: The Board Game,2020,3,6,60,14,135,7
What's Up,2016,2,4,20,8,770,5
Grand Conquest,2006,2,4,60,10,83,7
The Far Seas,1987,2,2,180,12,127,7
5ive Straight,1958,2,9,20,7,283,6
Tuareg,2011,2,5,30,10,203,6
Warmaster Ancients,2005,2,99,90,12,108,7
Dungeon Crusade: Book I - Genesis of Evil,2020,1,6,240,10,101,8
Gnostica,2001,2,6,60,10,117,7
Okko Chronicles: Cycle of Water - Quest into Darkness,2019,2,5,120,14,90,8
Albion,2009,2,4,60,10,365,6
Mercurius,2012,3,5,60,10,313,6
The Great War in Europe,1995,2,2,360,12,143,6
WARIGIN,2018,2,3,60,16,99,8
Avalam,1996,2,2,30,8,204,6
Yacht Race,1960,2,6,60,12,114,7
EVE: Conquests,2009,2,4,120,10,283,6
Cookie Box,2016,2,4,20,6,163,6
Trigger!,2010,3,8,20,8,250,6
Star Fleet Battles (Designer's Edition),1979,2,2,180,0,100,7
MERCS: Recon - Assassination Protocol,2015,1,5,90,12,155,6
Lord of the Rings Trivia Game,2003,2,4,90,12,395,6
Railroad Dice 2,2005,2,4,90,12,196,6
Gigamons,2014,2,4,15,5,187,6
Breitenfeld,1976,2,2,120,12,190,6
Ninjitsu!,2018,2,5,10,8,178,6
Cat Tower,2015,2,6,20,6,890,5
Lord of the Rings,2003,2,5,20,6,523,5
Doom of the Eldar,1993,2,2,120,12,202,6
Barbarian,,,,,,,
Warriors & Traders,2011,2,6,120,12,326,6
Itchy Monkey,2018,2,4,45,8,147,6
Ranger,1984,1,1,60,12,151,6
Gates of Delirium,2019,2,4,45,14,124,7
Flandern 1302,2004,2,4,60,8,507,5
Temp Worker Assassins,2016,2,4,60,14,162,6
Castle Dukes,2017,1,4,90,12,113,7
UNDO: Cherry Blossom Festival,2019,2,6,90,10,384,6
Dark Cults,1983,2,2,60,10,137,6
Terrible Monster,2015,2,2,10,10,214,6
Captain Park's Imaginary Polar Expedition,2002,3,7,45,10,371,6
Second Front,1994,2,2,1440,12,118,7
Shanghai Trader,1986,3,6,300,12,216,6
La Bataille de Corunna-Espagnol,1995,2,3,180,12,109,7
Trötofant,2005,2,4,10,5,140,6
Blocks in the West,2013,1,4,120,14,86,8
Sisimizi,1996,2,4,45,10,228,6
Blooms,2018,2,2,30,8,134,6
Lords & Ladies,2014,2,5,60,10,217,6
Dragon Racer,2015,2,4,120,13,194,6
Armor: A Tactical Game of Armored Combat in Western Europe,,,,,,,
Exploriana,2019,2,5,60,10,116,7
De Slimste Mens ter Wereld: Het Bordspel,2015,2,4,45,12,145,6
String Railway: Transport,2011,2,5,60,10,127,6
StarForce 'Alpha Centauri': Interstellar Conflict in the 25th Century,1974,1,3,240,12,276,6
Kingdom Run,2018,2,4,25,7,148,6
Second World War at Sea: Midway,2002,2,2,240,12,113,7
Rome: City of Marble,2015,2,4,75,12,189,6
Master Merchant,2011,3,4,15,10,320,6
Operation F.A.U.S.T.,2015,3,8,30,13,327,6
Slaughterball,2016,2,4,60,14,105,7
Cronberg,2003,2,4,20,8,458,5
8 Masters' Revenge,2013,1,4,45,13,181,6
Lawless,2003,2,6,45,10,409,6
1565,,,,,,,
That's a Question!,2017,3,6,30,15,1018,5
Start Player: A Kinda Collectible Card Game,2006,2,999,1,6,178,6
Tortuga,2007,2,2,10,8,296,6
Norsaga,2015,2,4,30,8,227,6
Second World War at Sea: SOPAC,1999,2,2,240,12,119,7
NHL Ice Breaker: The Card Hockey Board Game,2006,1,4,25,8,292,6
A.D. 30,2012,1,1,60,13,170,6
Oceania,2004,1,2,30,10,935,5
Cassino '44: Gateway to Rome,2009,2,2,120,0,80,7
Anima: Twilight of the Gods,2009,2,5,60,12,205,6
Drachenturm,2016,2,4,15,5,176,6
Advanced European Theater of Operations,2001,2,5,360,15,90,7
The Big Idea,2011,3,6,25,8,289,6
I Ain't Been Shot,,,,,,,
Fleets: The Pleiad Conflict,2014,2,4,120,12,139,6
Exceed: Seventh Cross - Guardians vs. Myths Box,2018,2,2,30,10,59,8
3 Secrets,2017,2,8,15,14,338,6
Crowbar!: The Rangers at Pointe Du Hoc,2019,1,3,180,14,89,7
Bugs on Rugs,2019,2,5,25,6,131,6
Solar City,2020,1,4,60,10,156,6
South Mountain,2008,1,6,360,12,84,7
Europa Universalis: The Price of Power,2021,1,6,300,14,74,8
Nessos,2018,3,6,20,8,202,6
Hour of Glory: Stronghold Kit,2004,2,4,60,12,116,7
Imperial Stars II,2014,2,2,60,13,104,7
Knapp Daneben!,2018,1,5,20,8,174,6
Almeida et Bussaco 1810,2010,2,2,240,0,80,7
Carrousel,2006,2,4,15,7,229,6
Fall Blau: Army Group South,,,,,,,
Atlantic Wall: The Invasion of Europe,1978,2,2,360,12,150,6
Gorilla Marketing,2020,3,8,40,8,89,7
Trial of Strength: War on the Eastern Front,1985,2,2,700,15,85,7
1914: Serbien Muss Sterbien,2015,2,2,360,14,85,7
Coralia,2019,2,4,35,10,202,6
Fear God and Dread Nought,2001,0,0,360,12,101,7
Shinobi Clans,2013,3,5,60,13,265,6
Covil: The Dark Overlords,2017,1,4,90,12,267,6
Flash Point,2010,1,6,30,12,114,6
Conejos en el Huerto,2016,2,4,40,8,107,7
HINT,2014,4,10,60,15,177,6
Till Dawn,2014,4,8,30,8,252,6
1955: The War of Espionage,2011,2,2,45,13,368,6
Looting London,2008,2,5,30,10,588,5
Borodino: Battle of the Moskova,,,,,,,
Red Storm Rising,1989,2,4,60,12,327,6
Roland Wright: The Dice Game,2020,1,5,30,13,124,6
Bullfrog Goldfield,2011,2,5,240,16,145,6
Diego Drachenzahn,2009,2,4,15,5,313,6
Diavolo,2012,2,6,15,10,436,6
Imperios Milenarios,2012,4,7,150,12,87,7
Second World War at Sea: Bismarck,2005,2,2,30,12,111,7
Love Letter: Star Wars,2015,2,4,20,7,122,7
Snake Oil: Elixir,2015,3,8,30,10,83,7
Origo,2007,2,5,60,10,390,6
For What Remains: Streets of Ruin,2020,1,2,45,10,75,8
Chickwood Forest,2017,2,5,45,12,133,6
303,2010,2,2,15,10,234,6
The Mob,1993,3,6,60,12,205,6
St-Lô,1986,1,2,360,12,103,7
Engine,,,,,,,
Heroica: Nathuz,2011,2,3,15,8,455,6
Underlings of Underwing,2017,1,6,60,12,146,7
The Little Prince: Rising to the Stars,2015,2,6,30,6,341,6
Sniper!,1973,2,2,180,12,257,6
Legions of Steel,1992,2,5,180,12,142,7
Dixit Jinx,2012,3,6,15,8,1141,5
Crave,2019,2,6,35,10,117,7
History of the Roman Empire,2008,2,4,180,12,222,6
Masquerade,2003,3,5,90,10,381,6
Triovision,2008,1,6,20,7,209,6
Graffiti,2007,3,8,30,12,206,6
Lancashire Railways,1998,3,6,120,12,115,6
Walls of York,2018,2,4,30,10,322,6
Outreach: The Conquest of the Galaxy,,,,,,,
Time Masters,2014,2,4,35,13,238,6
Victory & Glory: Napoleon,2017,1,2,120,10,112,7
Most Wanted,2018,2,8,35,8,174,6
Días de Radio,2014,2,4,20,14,114,7
Iwo Jima: Rage Against the Marines,2008,2,2,120,0,111,6
Ubongo Trigo,2012,1,4,20,7,170,6
Play Nine,2004,2,6,45,8,285,6
Dig Down Dwarf,2013,2,4,15,8,297,6
Hell's Gate,2013,1,2,90,12,116,6
Rory's Story Cubes: Batman,2015,1,12,15,6,151,6
Offboard,2011,2,2,20,7,174,6
Murder Mystery Party Case Files: Death in Antarctica,2017,1,6,180,13,107,7
Farmerama,2012,1,4,70,10,279,6
Escape from the Asylum,2019,1,6,60,12,210,6
Samurai Gardener,2013,2,5,15,6,309,6
The Siblings Trouble,2016,2,4,30,8,107,7
Bright Future,2015,1,5,120,12,219,6
Horus Heresy (1993),1993,2,2,120,12,211,6
1850: The MidWest,2005,2,6,300,14,83,7
Turbo Drift,2017,2,4,30,8,149,6
WWII Commander: Volume One - Battle Of The Bulge,2020,1,2,300,0,74,7
La Patrie en Danger 1814,2014,1,3,120,14,73,8
FUBA,2013,2,2,90,12,94,7
Las Vegas: The Card Game,2016,2,5,30,8,238,6
Snapshot,2010,2,6,30,8,262,6
Die Hard: The Nakatomi Heist Board Game,2019,2,4,90,15,176,6
Blood & Plunder,2016,2,2,90,12,94,8
Imperialism: Road to Domination,2014,2,4,90,12,227,6
Stomple,2010,2,6,15,6,202,6
Leros,1996,2,2,240,15,124,7
Ukraine '44,2006,2,2,300,12,91,7
Desperados,2012,3,6,90,12,160,6
Gettysburg 150,2013,1,2,120,10,86,7
The Penguin Book of Card Games,1979,2,0,5,12,54,8
UNO: H2O,2004,2,10,30,7,452,6
Gene Pool,2006,2,2,30,10,193,6
The Heroes of Kaskaria,2016,2,4,20,6,143,6
Balance of Powers,2015,1,7,1440,0,87,7
Supernova,2008,3,5,180,8,389,6
Munchkin Oz,2015,3,6,120,10,221,6
Pengoloo,2007,2,4,10,4,422,5
Against the Reich,1986,2,2,1200,12,129,6
Alias,1991,4,12,60,7,1091,5
Race to Berlin,2015,2,2,150,14,92,7
Heavy Steam,2015,2,4,120,12,132,6
Tournament Fishing: The Deckbuilding Game,2017,1,4,120,0,75,7
King Oil,1974,2,4,60,9,450,6
Red Poppies Campaigns: The Battles for Ypres,2016,2,2,1440,0,80,7
Circus Minimus,2000,2,7,60,12,214,6
Totopoly,1938,2,6,90,8,412,6
Dark Deeds,2016,2,5,60,0,138,7
The Romans,2019,1,4,150,14,100,7
La Bataille de Dresde,2015,2,8,720,12,66,8
The Lion Guard: Protect the Pride Lands,2016,1,4,15,4,121,6
Macroscope,2016,2,6,30,6,409,5
Chocolatiers,2019,2,5,20,8,164,6
Dodekka,2014,2,6,20,6,235,6
Munchkin Gloom,2015,2,5,60,13,218,6
Stonewall: The Battle of Kernstown,1978,2,2,120,12,178,6
Times to Remember,1992,2,10,45,10,227,6
Hop Hop Hooray!,2007,2,4,15,6,175,6
Abandon Planet,2017,4,8,80,12,269,6
Malta Besieged: 1940-1942,2011,1,1,75,12,81,7
Tides of Infamy,2015,2,4,60,13,157,7
Are You Dumber Than a Box of Rocks?,2016,2,38,15,12,287,6
Zena 1814,2015,2,5,90,12,143,6
Cranium Cariboo,1998,2,4,20,4,353,6
Rise of the Zombies!,2013,1,8,90,12,175,6
Emporion,2016,2,4,45,12,110,7
Tag City,2018,2,4,30,8,131,6
1759:  The Siege of Quebec,2018,1,2,90,12,112,7
Cthulhu: A Deck Building Game,2016,1,6,120,14,196,6
Ars Universalis,2015,2,4,45,10,118,7
The Generals,1980,2,2,10,8,212,6
Home Alone Game,2018,2,4,20,8,186,6
Warlock,2013,3,5,60,12,183,6
Warparty,2013,2,4,150,14,147,7
Ninja Academy,2019,3,5,20,8,190,6
Forlorn: Hope,2010,1,2,40,13,131,6
Dream Catchers,2019,2,4,35,13,136,6
Marvel Dice Masters: Iron Man and War Machine Starter Set,2017,2,2,60,14,95,7
Modern Naval Battles: Global Warfare,2008,2,6,90,10,150,6
Chez Greek,2002,2,6,60,18,477,5
Horse & Musket: Dawn of an Era,2017,1,2,90,10,83,8
Button Men: Beat People Up,2017,2,2,10,12,136,6
Samurai Blades: The Game of Man-to-Man Combat in Feudal Japan,1984,2,6,240,14,151,6
Caesar XL,2008,2,2,45,0,112,7
Mino & Tauri,2016,2,4,15,6,165,6
Glory: The Battles of First & Second Manassas and Chickamauga,,,,,,,
1837: Rail Building in the Austro-Hungarian Empire,1994,3,7,360,12,80,7
Pensacola,2010,2,2,360,0,96,7
Ninja All-Stars,2015,2,4,90,13,308,6
Pulp Alley,2012,1,4,120,0,64,8
Wings of the Motherland,2019,2,8,240,14,79,9
Dragon Ball Super Card Game,2017,2,2,60,10,104,7
Exceed: Seventh Cross - Hunters vs. Demons Box,2018,2,2,30,10,64,8
Sultan,2007,2,5,45,8,383,6
Chainsaw Warrior,1987,1,1,60,10,714,5
Inside,2007,2,2,10,8,181,6
